leave_id,employee_id,start_date,end_date,type,status,days
L00454,E0071,2026-02-16,2026-02-16,vacation,approved,1
L00455,E0071,2026-03-30,2026-03-30,vacation,approved,1
L00456,E0071,2026-04-07,2026-04-07,sick,approved,1
L00457,E0071,2026-04-17,2026-04-17,vacation,approved,1
L00458,E0071,2026-05-11,2026-05-11,vacation,approved,1
L00459,E0071,2026-05-15,2026-05-15,vacation,pending,1
L00460,E0071,2026-07-24,2026-07-24,vacation,approved,1
L00461,E0072,2026-01-28,2026-01-28,sick,approved,1
L00462,E0072,2026-03-03,2026-03-03,vacation,approved,1
L00463,E0072,2026-03-09,2026-03-09,vacation,approved,1
L00464,E0072,2026-04-16,2026-04-16,sick,approved,1
L00465,E0072,2026-04-29,2026-04-29,vacation,approved,1
L00466,E0072,2026-05-20,2026-05-20,vacation,approved,1
L00467,E0072,2026-07-02,2026-07-02,vacation,approved,1
L00468,E0072,2026-07-15,2026-07-15,vacation,approved,1
L00469,E0072,2026-07-30,2026-07-30,vacation,approved,1
L00470,E0073,2026-01-09,2026-01-09,vacation,approved,1
L00471,E0073,2026-02-03,2026-02-03,vacation,approved,1
L00472,E0073,2026-02-23,2026-02-23,vacation,approved,1
L00473,E0073,2026-03-04,2026-03-04,sick,approved,1
L00474,E0074,2026-01-22,2026-01-22,vacation,approved,1
L00475,E0074,2026-01-28,2026-01-28,vacation,approved,1
L00476,E0074,2026-02-24,2026-02-24,vacation,approved,1
L00477,E0074,2026-03-02,2026-03-02,vacation,approved,1
L00478,E0074,2026-05-07,2026-05-07,sick,approved,1
L00479,E0074,2026-06-22,2026-06-22,vacation,approved,1
L00480,E0074,2026-06-23,2026-06-23,vacation,pending,1
L00481,E0074,2026-08-04,2026-08-04,sick,approved,1
L00482,E0075,2026-01-08,2026-01-08,sick,pending,1
L00483,E0075,2026-04-16,2026-04-16,vacation,approved,1
L00484,E0075,2026-04-30,2026-04-30,vacation,approved,1
L00485,E0075,2026-05-07,2026-05-07,vacation,approved,1
L00486,E0075,2026-05-22,2026-05-22,vacation,approved,1
L00487,E0075,2026-05-28,2026-05-28,vacation,approved,1
L00488,E0075,2026-08-04,2026-08-04,sick,approved,1
L00489,E0075,2026-08-25,2026-08-25,vacation,approved,1
L00490,E0075,2026-08-28,2026-08-28,vacation,approved,1
L00491,E0076,2026-01-22,2026-01-22,vacation,approved,1
L00492,E0076,2026-04-02,2026-04-02,vacation,approved,1
L00493,E0076,2026-04-09,2026-04-09,vacation,approved,1
L00494,E0076,2026-04-15,2026-04-15,vacation,approved,1
L00495,E0076,2026-04-30,2026-04-30,vacation,approved,1
L00496,E0076,2026-05-15,2026-05-15,vacation,approved,1
L00497,E0076,2026-06-12,2026-06-12,sick,approved,1
L00498,E0077,2026-04-10,2026-04-10,sick,approved,1
L00499,E0077,2026-04-21,2026-04-21,vacation,approved,1
L00500,E0077,2026-05-04,2026-05-04,vacation,approved,1
L00501,E0077,2026-05-05,2026-05-05,vacation,approved,1
L00502,E0077,2026-07-21,2026-07-21,vacation,approved,1
L00503,E0078,2026-03-16,2026-03-16,sick,approved,1
L00504,E0078,2026-03-18,2026-03-18,vacation,approved,1
L00505,E0078,2026-05-11,2026-05-11,vacation,approved,1
L00506,E0078,2026-07-08,2026-07-08,vacation,approved,1
L00507,E0079,2026-01-26,2026-01-26,vacation,approved,1
L00508,E0079,2026-03-25,2026-03-25,sick,approved,1
L00509,E0079,2026-05-04,2026-05-04,vacation,pending,1
L00510,E0079,2026-08-20,2026-08-20,vacation,pending,1
L00511,E0079,2026-08-27,2026-08-27,vacation,approved,1
L00512,E0080,2026-01-20,2026-01-20,sick,approved,1
L00513,E0080,2026-05-20,2026-05-20,vacation,approved,1
L00514,E0080,2026-07-14,2026-07-14,vacation,approved,1
L00515,E0080,2026-07-21,2026-07-21,vacation,pending,1
L00516,E0080,2026-08-03,2026-08-03,vacation,approved,1
L00517,E0081,2026-02-09,2026-02-09,vacation,approved,1
L00518,E0081,2026-02-24,2026-02-24,vacation,pending,1
L00519,E0081,2026-03-18,2026-03-18,vacation,approved,1
L00520,E0081,2026-03-20,2026-03-20,vacation,approved,1
L00521,E0081,2026-05-13,2026-05-13,sick,approved,1
L00522,E0081,2026-07-02,2026-07-02,vacation,approved,1
L00523,E0081,2026-07-07,2026-07-07,vacation,approved,1
L00524,E0081,2026-07-29,2026-07-29,sick,pending,1
L00525,E0082,2026-01-23,2026-01-23,vacation,approved,1
L00526,E0082,2026-01-26,2026-01-26,vacation,approved,1
L00527,E0082,2026-01-27,2026-01-27,sick,approved,1
L00528,E0082,2026-02-12,2026-02-12,vacation,approved,1
L00529,E0082,2026-03-17,2026-03-17,vacation,approved,1
L00530,E0082,2026-04-07,2026-04-07,vacation,approved,1
L00531,E0082,2026-06-24,2026-06-24,sick,pending,1
L00532,E0082,2026-07-21,2026-07-21,vacation,pending,1
L00533,E0083,2026-01-06,2026-01-06,vacation,approved,1
L00534,E0083,2026-01-15,2026-01-15,vacation,approved,1
L00535,E0083,2026-02-24,2026-02-24,vacation,approved,1
L00536,E0083,2026-04-08,2026-04-08,vacation,pending,1
L00537,E0083,2026-05-08,2026-05-08,vacation,approved,1
L00538,E0083,2026-05-12,2026-05-12,sick,approved,1
L00539,E0083,2026-08-06,2026-08-06,vacation,approved,1
L00540,E0084,2026-01-06,2026-01-06,vacation,approved,1
L00541,E0084,2026-01-13,2026-01-13,vacation,approved,1
L00542,E0084,2026-01-15,2026-01-15,vacation,approved,1
L00543,E0084,2026-01-19,2026-01-19,vacation,approved,1
L00544,E0084,2026-05-15,2026-05-15,sick,approved,1
L00545,E0085,2026-01-21,2026-01-21,vacation,approved,1
L00546,E0085,2026-03-02,2026-03-02,sick,approved,1
L00547,E0085,2026-03-13,2026-03-13,vacation,approved,1
L00548,E0085,2026-07-14,2026-07-14,vacation,approved,1
L00549,E0085,2026-07-31,2026-07-31,vacation,approved,1
L00550,E0085,2026-08-03,2026-08-03,vacation,approved,1
L00551,E0086,2026-01-14,2026-01-14,vacation,approved,1
L00552,E0086,2026-01-22,2026-01-22,sick,approved,1
L00553,E0086,2026-02-05,2026-02-05,sick,approved,1
L00554,E0086,2026-02-27,2026-02-27,vacation,approved,1
L00555,E0086,2026-05-08,2026-05-08,vacation,approved,1
L00556,E0086,2026-05-21,2026-05-21,vacation,pending,1
L00557,E0086,2026-06-02,2026-06-02,vacation,approved,1
L00558,E0086,2026-08-03,2026-08-03,vacation,approved,1
L00559,E0086,2026-08-07,2026-08-07,vacation,approved,1
L00560,E0086,2026-08-10,2026-08-10,vacation,approved,1
L00561,E0087,2026-02-24,2026-02-24,vacation,approved,1
L00562,E0087,2026-06-12,2026-06-12,vacation,approved,1
L00563,E0087,2026-07-09,2026-07-09,vacation,approved,1
L00564,E0087,2026-08-19,2026-08-19,vacation,approved,1
L00565,E0087,2026-08-26,2026-08-26,sick,approved,1
L00566,E0088,2026-04-09,2026-04-09,vacation,pending,1
L00567,E0088,2026-06-30,2026-06-30,vacation,pending,1
L00568,E0088,2026-07-06,2026-07-06,sick,approved,1
L00569,E0088,2026-08-05,2026-08-05,vacation,pending,1
L00570,E0088,2026-08-06,2026-08-06,vacation,approved,1
L00571,E0088,2026-08-21,2026-08-21,vacation,approved,1
L00572,E0089,2026-01-22,2026-01-22,vacation,approved,1
L00573,E0089,2026-03-18,2026-03-18,sick,approved,1
L00574,E0089,2026-04-16,2026-04-16,vacation,pending,1
L00575,E0089,2026-05-27,2026-05-27,vacation,approved,1
L00576,E0089,2026-07-14,2026-07-14,vacation,approved,1
L00577,E0090,2026-02-10,2026-02-10,vacation,approved,1
L00578,E0090,2026-03-09,2026-03-09,vacation,approved,1
L00579,E0090,2026-03-16,2026-03-16,sick,approved,1
L00580,E0090,2026-03-17,2026-03-17,sick,pending,1
L00581,E0090,2026-05-06,2026-05-06,vacation,approved,1
L00582,E0090,2026-05-20,2026-05-20,vacation,approved,1
L00583,E0090,2026-06-18,2026-06-18,vacation,pending,1
L00584,E0090,2026-07-14,2026-07-14,vacation,approved,1
L00585,E0090,2026-07-21,2026-07-21,vacation,approved,1
L00586,E0090,2026-07-23,2026-07-23,vacation,pending,1
L00587,E0091,2026-02-03,2026-02-03,vacation,approved,1
L00588,E0091,2026-03-10,2026-03-10,vacation,approved,1
L00589,E0091,2026-04-21,2026-04-21,vacation,pending,1
L00590,E0091,2026-05-06,2026-05-06,vacation,approved,1
L00591,E0091,2026-05-12,2026-05-12,vacation,approved,1
L00592,E0091,2026-06-22,2026-06-22,vacation,approved,1
L00593,E0091,2026-08-13,2026-08-13,sick,approved,1
L00594,E0091,2026-08-20,2026-08-20,sick,approved,1
L00595,E0092,2026-01-14,2026-01-14,vacation,approved,1
L00596,E0092,2026-02-13,2026-02-13,vacation,approved,1
L00597,E0092,2026-03-13,2026-03-13,vacation,approved,1
L00598,E0092,2026-03-30,2026-03-30,sick,approved,1
L00599,E0092,2026-04-23,2026-04-23,sick,approved,1
L00600,E0092,2026-05-04,2026-05-04,vacation,approved,1
L00601,E0092,2026-06-24,2026-06-24,vacation,approved,1
L00602,E0092,2026-08-14,2026-08-14,vacation,pending,1
L00603,E0092,2026-08-26,2026-08-26,vacation,approved,1
L00604,E0093,2026-01-15,2026-01-15,vacation,approved,1
L00605,E0093,2026-02-10,2026-02-10,vacation,pending,1
L00606,E0093,2026-02-19,2026-02-19,vacation,approved,1
L00607,E0093,2026-02-26,2026-02-26,sick,approved,1
L00608,E0093,2026-04-02,2026-04-02,vacation,pending,1
L00609,E0093,2026-04-14,2026-04-14,vacation,approved,1
L00610,E0093,2026-04-15,2026-04-15,sick,approved,1
L00611,E0093,2026-06-30,2026-06-30,vacation,approved,1
L00612,E0093,2026-07-06,2026-07-06,vacation,approved,1
L00613,E0093,2026-07-28,2026-07-28,vacation,approved,1
L00614,E0094,2026-01-27,2026-01-27,sick,approved,1
L00615,E0094,2026-04-07,2026-04-07,vacation,approved,1
L00616,E0094,2026-04-24,2026-04-24,vacation,approved,1
L00617,E0094,2026-05-19,2026-05-19,vacation,approved,1
L00618,E0094,2026-07-31,2026-07-31,vacation,approved,1
L00619,E0094,2026-08-04,2026-08-04,vacation,pending,1
L00620,E0094,2026-08-19,2026-08-19,vacation,approved,1
L00621,E0095,2026-02-06,2026-02-06,sick,approved,1
L00622,E0095,2026-03-31,2026-03-31,vacation,approved,1
L00623,E0095,2026-04-13,2026-04-13,vacation,approved,1
L00624,E0095,2026-05-08,2026-05-08,vacation,approved,1
L00625,E0095,2026-06-23,2026-06-23,sick,approved,1
L00626,E0095,2026-07-01,2026-07-01,vacation,pending,1
L00627,E0095,2026-08-07,2026-08-07,vacation,approved,1
L00628,E0095,2026-08-26,2026-08-26,vacation,approved,1
L00629,E0096,2026-01-23,2026-01-23,vacation,approved,1
L00630,E0096,2026-02-11,2026-02-11,vacation,pending,1
L00631,E0096,2026-04-20,2026-04-20,sick,approved,1
L00632,E0096,2026-05-08,2026-05-08,vacation,approved,1
L00633,E0097,2026-02-12,2026-02-12,vacation,pending,1
L00634,E0097,2026-03-20,2026-03-20,sick,approved,1
L00635,E0097,2026-08-24,2026-08-24,vacation,approved,1
L00636,E0098,2026-01-29,2026-01-29,sick,approved,1
L00637,E0098,2026-01-30,2026-01-30,vacation,approved,1
L00638,E0098,2026-03-20,2026-03-20,vacation,approved,1
L00639,E0098,2026-07-01,2026-07-01,vacation,approved,1
L00640,E0099,2026-01-05,2026-01-05,vacation,pending,1
L00641,E0099,2026-01-08,2026-01-08,sick,approved,1
L00642,E0099,2026-02-13,2026-02-13,vacation,approved,1
L00643,E0099,2026-03-23,2026-03-23,vacation,approved,1
L00644,E0099,2026-04-30,2026-04-30,vacation,approved,1
L00645,E0099,2026-07-20,2026-07-20,sick,approved,1
L00646,E0099,2026-07-23,2026-07-23,vacation,approved,1
L00647,E0099,2026-07-24,2026-07-24,vacation,approved,1
L00648,E0099,2026-08-19,2026-08-19,vacation,approved,1
L00649,E0099,2026-08-28,2026-08-28,vacation,approved,1
L00650,E0100,2026-02-25,2026-02-25,vacation,approved,1
L00651,E0100,2026-03-06,2026-03-06,vacation,pending,1
L00652,E0100,2026-03-11,2026-03-11,vacation,approved,1
L00653,E0100,2026-03-12,2026-03-12,vacation,approved,1
L00654,E0100,2026-04-02,2026-04-02,vacation,approved,1
L00655,E0100,2026-04-07,2026-04-07,sick,pending,1
L00656,E0100,2026-04-27,2026-04-27,vacation,approved,1
L00657,E0100,2026-05-04,2026-05-04,vacation,approved,1
L00658,E0100,2026-08-17,2026-08-17,vacation,approved,1
L00659,E0100,2026-08-26,2026-08-26,sick,approved,1
L00660,E0101,2026-02-09,2026-02-09,vacation,approved,1
L00661,E0101,2026-02-10,2026-02-10,vacation,approved,1
L00662,E0101,2026-03-26,2026-03-26,sick,approved,1
L00663,E0101,2026-04-17,2026-04-17,vacation,approved,1
L00664,E0101,2026-06-18,2026-06-18,vacation,approved,1
L00665,E0101,2026-06-29,2026-06-29,vacation,approved,1
L00666,E0101,2026-08-31,2026-08-31,vacation,approved,1
L00667,E0102,2026-05-11,2026-05-11,vacation,approved,1
L00668,E0102,2026-06-18,2026-06-18,vacation,approved,1
L00669,E0102,2026-06-24,2026-06-24,vacation,approved,1
L00670,E0102,2026-06-29,2026-06-29,vacation,approved,1
L00671,E0102,2026-07-08,2026-07-08,vacation,approved,1
L00672,E0102,2026-08-06,2026-08-06,sick,approved,1
L00673,E0103,2026-01-19,2026-01-19,vacation,approved,1
L00674,E0103,2026-02-02,2026-02-02,vacation,approved,1
L00675,E0103,2026-03-11,2026-03-11,vacation,approved,1
L00676,E0103,2026-03-25,2026-03-25,vacation,approved,1
L00677,E0103,2026-03-31,2026-03-31,vacation,approved,1
L00678,E0103,2026-04-14,2026-04-14,vacation,approved,1
L00679,E0103,2026-04-28,2026-04-28,sick,approved,1
L00680,E0103,2026-05-04,2026-05-04,vacation,approved,1
L00681,E0103,2026-05-07,2026-05-07,sick,approved,1
L00682,E0104,2026-01-15,2026-01-15,sick,approved,1
L00683,E0104,2026-01-19,2026-01-19,vacation,approved,1
L00684,E0104,2026-05-15,2026-05-15,vacation,approved,1
L00685,E0104,2026-05-19,2026-05-19,vacation,approved,1
L00686,E0105,2026-03-30,2026-03-30,sick,approved,1
L00687,E0105,2026-05-08,2026-05-08,vacation,approved,1
L00688,E0105,2026-07-09,2026-07-09,vacation,approved,1
L00689,E0105,2026-07-13,2026-07-13,vacation,pending,1
L00690,E0106,2026-01-12,2026-01-12,vacation,approved,1
L00691,E0106,2026-02-04,2026-02-04,vacation,approved,1
L00692,E0106,2026-05-05,2026-05-05,vacation,approved,1
L00693,E0106,2026-05-13,2026-05-13,vacation,approved,1
L00694,E0106,2026-06-01,2026-06-01,vacation,approved,1
L00695,E0106,2026-07-08,2026-07-08,vacation,approved,1
L00696,E0106,2026-07-23,2026-07-23,sick,approved,1
L00697,E0106,2026-08-18,2026-08-18,sick,approved,1
L00698,E0107,2026-02-19,2026-02-19,vacation,approved,1
L00699,E0107,2026-03-09,2026-03-09,sick,approved,1
L00700,E0107,2026-04-02,2026-04-02,vacation,approved,1
L00701,E0107,2026-05-15,2026-05-15,vacation,approved,1
L00702,E0107,2026-05-20,2026-05-20,vacation,approved,1
L00703,E0107,2026-08-18,2026-08-18,vacation,approved,1
L00704,E0107,2026-08-28,2026-08-28,vacation,approved,1
L00705,E0108,2026-01-15,2026-01-15,vacation,pending,1
L00706,E0108,2026-04-13,2026-04-13,sick,approved,1
L00707,E0108,2026-05-15,2026-05-15,vacation,approved,1
L00708,E0108,2026-07-09,2026-07-09,vacation,approved,1
L00709,E0109,2026-02-19,2026-02-19,vacation,approved,1
L00710,E0109,2026-04-20,2026-04-20,vacation,approved,1
L00711,E0109,2026-05-04,2026-05-04,vacation,approved,1
L00712,E0109,2026-06-03,2026-06-03,vacation,approved,1
L00713,E0109,2026-06-11,2026-06-11,sick,approved,1
L00714,E0109,2026-07-07,2026-07-07,vacation,approved,1
L00715,E0110,2026-01-07,2026-01-07,vacation,approved,1
L00716,E0110,2026-01-13,2026-01-13,sick,approved,1
L00717,E0110,2026-04-16,2026-04-16,vacation,approved,1
L00718,E0110,2026-05-06,2026-05-06,vacation,approved,1
L00719,E0110,2026-06-22,2026-06-22,vacation,approved,1
L00720,E0110,2026-07-09,2026-07-09,vacation,approved,1
L00721,E0110,2026-08-04,2026-08-04,vacation,approved,1
L00722,E0111,2026-02-12,2026-02-12,sick,approved,1
L00723,E0111,2026-06-02,2026-06-02,vacation,approved,1
L00724,E0111,2026-06-10,2026-06-10,vacation,approved,1
L00725,E0111,2026-08-28,2026-08-28,vacation,approved,1
L00726,E0112,2026-01-21,2026-01-21,sick,approved,1
L00727,E0112,2026-02-26,2026-02-26,vacation,approved,1
L00728,E0112,2026-05-29,2026-05-29,vacation,approved,1
L00729,E0112,2026-06-05,2026-06-05,vacation,approved,1
L00730,E0112,2026-06-26,2026-06-26,vacation,approved,1
L00731,E0112,2026-07-09,2026-07-09,vacation,approved,1
L00732,E0112,2026-08-05,2026-08-05,vacation,approved,1
L00733,E0113,2026-01-22,2026-01-22,vacation,approved,1
L00734,E0113,2026-03-20,2026-03-20,sick,approved,1
L00735,E0113,2026-05-12,2026-05-12,vacation,approved,1
L00736,E0113,2026-07-09,2026-07-09,vacation,approved,1
L00737,E0114,2026-02-13,2026-02-13,vacation,approved,1
L00738,E0114,2026-03-06,2026-03-06,vacation,approved,1
L00739,E0114,2026-03-19,2026-03-19,vacation,approved,1
L00740,E0114,2026-04-02,2026-04-02,vacation,approved,1
L00741,E0114,2026-07-06,2026-07-06,sick,approved,1
L00742,E0114,2026-07-16,2026-07-16,vacation,approved,1
L00743,E0115,2026-02-05,2026-02-05,vacation,approved,1
L00744,E0115,2026-02-11,2026-02-11,sick,approved,1
L00745,E0115,2026-04-28,2026-04-28,vacation,approved,1
L00746,E0115,2026-05-12,2026-05-12,vacation,approved,1
L00747,E0116,2026-01-12,2026-01-12,vacation,approved,1
L00748,E0116,2026-04-16,2026-04-16,vacation,approved,1
L00749,E0116,2026-04-29,2026-04-29,sick,approved,1
L00750,E0116,2026-06-16,2026-06-16,vacation,approved,1
L00751,E0117,2026-02-23,2026-02-23,vacation,approved,1
L00752,E0117,2026-03-18,2026-03-18,sick,approved,1
L00753,E0117,2026-06-19,2026-06-19,vacation,approved,1
L00754,E0117,2026-07-02,2026-07-02,vacation,approved,1
L00755,E0117,2026-07-14,2026-07-14,vacation,approved,1
L00756,E0118,2026-01-12,2026-01-12,sick,approved,1
L00757,E0118,2026-02-19,2026-02-19,vacation,pending,1
L00758,E0118,2026-03-02,2026-03-02,sick,approved,1
L00759,E0118,2026-03-23,2026-03-23,vacation,approved,1
L00760,E0118,2026-04-08,2026-04-08,vacation,pending,1
L00761,E0118,2026-05-13,2026-05-13,vacation,approved,1
L00762,E0118,2026-06-01,2026-06-01,vacation,approved,1
L00763,E0118,2026-06-04,2026-06-04,vacation,pending,1
L00764,E0119,2026-03-20,2026-03-20,vacation,approved,1
L00765,E0119,2026-06-15,2026-06-15,vacation,approved,1
L00766,E0119,2026-06-19,2026-06-19,sick,approved,1
L00767,E0119,2026-07-23,2026-07-23,vacation,approved,1
L00768,E0120,2026-01-28,2026-01-28,vacation,approved,1
L00769,E0120,2026-03-06,2026-03-06,vacation,approved,1
L00770,E0120,2026-04-28,2026-04-28,sick,approved,1
L00771,E0120,2026-08-11,2026-08-11,vacation,approved,1
L00772,E0121,2026-02-18,2026-02-18,sick,approved,1
L00773,E0121,2026-03-02,2026-03-02,vacation,approved,1
L00774,E0121,2026-03-27,2026-03-27,vacation,approved,1
L00775,E0121,2026-05-21,2026-05-21,sick,approved,1
L00776,E0121,2026-06-01,2026-06-01,vacation,approved,1
L00777,E0121,2026-06-24,2026-06-24,vacation,approved,1
L00778,E0121,2026-07-20,2026-07-20,vacation,approved,1
L00779,E0121,2026-08-10,2026-08-10,vacation,approved,1
L00780,E0121,2026-08-20,2026-08-20,vacation,approved,1
L00781,E0122,2026-02-04,2026-02-04,vacation,approved,1
L00782,E0122,2026-04-23,2026-04-23,sick,approved,1
L00783,E0122,2026-05-19,2026-05-19,vacation,approved,1
L00784,E0122,2026-05-22,2026-05-22,vacation,approved,1
L00785,E0122,2026-06-26,2026-06-26,vacation,approved,1
L00786,E0122,2026-07-14,2026-07-14,vacation,approved,1
L00787,E0123,2026-02-11,2026-02-11,vacation,approved,1
L00788,E0123,2026-04-08,2026-04-08,vacation,approved,1
L00789,E0123,2026-06-02,2026-06-02,sick,approved,1
L00790,E0123,2026-06-05,2026-06-05,vacation,pending,1
L00791,E0123,2026-06-17,2026-06-17,vacation,approved,1
L00792,E0123,2026-07-27,2026-07-27,vacation,approved,1
L00793,E0123,2026-08-05,2026-08-05,sick,approved,1
L00794,E0123,2026-08-06,2026-08-06,vacation,approved,1
L00795,E0123,2026-08-19,2026-08-19,vacation,pending,1
L00796,E0124,2026-02-24,2026-02-24,vacation,approved,1
L00797,E0124,2026-05-27,2026-05-27,vacation,approved,1
L00798,E0124,2026-06-16,2026-06-16,vacation,approved,1
L00799,E0124,2026-07-02,2026-07-02,sick,approved,1
L00800,E0125,2026-02-12,2026-02-12,sick,approved,1
L00801,E0125,2026-05-12,2026-05-12,vacation,approved,1
L00802,E0125,2026-05-20,2026-05-20,vacation,approved,1
L00803,E0125,2026-06-23,2026-06-23,vacation,approved,1
L00804,E0126,2026-01-05,2026-01-05,sick,pending,1
L00805,E0126,2026-01-21,2026-01-21,vacation,approved,1
L00806,E0126,2026-02-16,2026-02-16,vacation,approved,1
L00807,E0126,2026-04-21,2026-04-21,vacation,approved,1
L00808,E0126,2026-07-13,2026-07-13,vacation,approved,1
L00809,E0127,2026-01-20,2026-01-20,sick,approved,1
L00810,E0127,2026-02-26,2026-02-26,vacation,pending,1
L00811,E0127,2026-08-26,2026-08-26,vacation,approved,1
L00812,E0128,2026-01-30,2026-01-30,sick,approved,1
L00813,E0128,2026-02-19,2026-02-19,vacation,approved,1
L00814,E0128,2026-05-27,2026-05-27,vacation,approved,1
L00815,E0128,2026-05-29,2026-05-29,vacation,approved,1
L00816,E0128,2026-08-18,2026-08-18,vacation,approved,1
L00817,E0128,2026-08-27,2026-08-27,vacation,approved,1
L00818,E0128,2026-08-31,2026-08-31,vacation,approved,1
L00819,E0129,2026-01-07,2026-01-07,sick,approved,1
L00820,E0129,2026-01-27,2026-01-27,vacation,approved,1
L00821,E0129,2026-02-13,2026-02-13,vacation,approved,1
L00822,E0129,2026-04-20,2026-04-20,vacation,approved,1
L00823,E0129,2026-04-23,2026-04-23,vacation,approved,1
L00824,E0129,2026-05-05,2026-05-05,vacation,approved,1
L00825,E0129,2026-05-29,2026-05-29,vacation,approved,1
L00826,E0129,2026-07-22,2026-07-22,sick,approved,1
L00827,E0130,2026-01-15,2026-01-15,vacation,approved,1
L00828,E0130,2026-04-09,2026-04-09,sick,approved,1
L00829,E0130,2026-05-12,2026-05-12,vacation,approved,1
L00830,E0130,2026-07-21,2026-07-21,vacation,approved,1
L00831,E0130,2026-08-13,2026-08-13,vacation,approved,1
L00832,E0131,2026-01-12,2026-01-12,vacation,approved,1
L00833,E0131,2026-04-01,2026-04-01,vacation,approved,1
L00834,E0131,2026-04-15,2026-04-15,sick,approved,1
L00835,E0131,2026-06-15,2026-06-15,vacation,approved,1
L00836,E0131,2026-07-27,2026-07-27,vacation,approved,1
L00837,E0131,2026-08-10,2026-08-10,vacation,approved,1
L00838,E0131,2026-08-14,2026-08-14,vacation,approved,1
L00839,E0132,2026-05-29,2026-05-29,sick,approved,1
L00840,E0132,2026-06-04,2026-06-04,vacation,approved,1
L00841,E0132,2026-07-13,2026-07-13,vacation,approved,1
L00842,E0133,2026-01-15,2026-01-15,vacation,pending,1
L00843,E0133,2026-03-03,2026-03-03,vacation,approved,1
L00844,E0133,2026-05-13,2026-05-13,sick,approved,1
L00845,E0133,2026-06-26,2026-06-26,vacation,approved,1
L00846,E0133,2026-08-10,2026-08-10,vacation,approved,1
L00847,E0134,2026-01-29,2026-01-29,vacation,approved,1
L00848,E0134,2026-01-30,2026-01-30,vacation,approved,1
L00849,E0134,2026-06-22,2026-06-22,vacation,approved,1
L00850,E0134,2026-07-10,2026-07-10,sick,approved,1
L00851,E0135,2026-01-08,2026-01-08,vacation,approved,1
L00852,E0135,2026-03-20,2026-03-20,vacation,approved,1
L00853,E0135,2026-04-22,2026-04-22,vacation,approved,1
L00854,E0135,2026-04-23,2026-04-23,sick,approved,1
L00855,E0135,2026-04-28,2026-04-28,vacation,approved,1
L00856,E0135,2026-05-07,2026-05-07,vacation,approved,1
L00857,E0136,2026-01-08,2026-01-08,vacation,approved,1
L00858,E0136,2026-01-23,2026-01-23,vacation,pending,1
L00859,E0136,2026-02-16,2026-02-16,vacation,approved,1
L00860,E0136,2026-02-26,2026-02-26,vacation,approved,1
L00861,E0136,2026-04-14,2026-04-14,vacation,approved,1
L00862,E0136,2026-04-23,2026-04-23,sick,pending,1
L00863,E0136,2026-06-05,2026-06-05,sick,approved,1
L00864,E0136,2026-06-29,2026-06-29,vacation,pending,1
L00865,E0136,2026-07-13,2026-07-13,vacation,approved,1
L00866,E0136,2026-08-19,2026-08-19,vacation,approved,1
L00867,E0137,2026-02-17,2026-02-17,vacation,approved,1
L00868,E0137,2026-04-29,2026-04-29,vacation,approved,1
L00869,E0137,2026-07-03,2026-07-03,vacation,approved,1
L00870,E0137,2026-07-06,2026-07-06,vacation,approved,1
L00871,E0137,2026-07-27,2026-07-27,sick,approved,1
L00872,E0138,2026-01-27,2026-01-27,vacation,approved,1
L00873,E0138,2026-03-10,2026-03-10,sick,pending,1
L00874,E0138,2026-04-14,2026-04-14,vacation,approved,1
L00875,E0138,2026-05-12,2026-05-12,vacation,approved,1
L00876,E0138,2026-06-03,2026-06-03,vacation,pending,1
L00877,E0138,2026-08-27,2026-08-27,vacation,approved,1
L00878,E0139,2026-04-07,2026-04-07,sick,pending,1
L00879,E0139,2026-05-06,2026-05-06,vacation,approved,1
L00880,E0139,2026-06-24,2026-06-24,vacation,approved,1
L00881,E0139,2026-06-25,2026-06-25,vacation,approved,1
L00882,E0140,2026-06-08,2026-06-08,sick,approved,1
L00883,E0140,2026-07-03,2026-07-03,vacation,approved,1
L00884,E0140,2026-07-06,2026-07-06,vacation,pending,1
L00885,E0140,2026-08-11,2026-08-11,vacation,approved,1
L00886,E0141,2026-01-09,2026-01-09,vacation,approved,1
L00887,E0141,2026-01-23,2026-01-23,vacation,approved,1
L00888,E0141,2026-02-13,2026-02-13,vacation,pending,1
L00889,E0141,2026-03-05,2026-03-05,vacation,approved,1
L00890,E0141,2026-05-18,2026-05-18,vacation,approved,1
L00891,E0141,2026-07-07,2026-07-07,sick,pending,1
L00892,E0142,2026-03-04,2026-03-04,vacation,approved,1
L00893,E0142,2026-04-01,2026-04-01,sick,approved,1
L00894,E0142,2026-04-07,2026-04-07,vacation,approved,1
L00895,E0142,2026-05-11,2026-05-11,vacation,approved,1
L00896,E0142,2026-07-28,2026-07-28,vacation,approved,1
L00897,E0142,2026-08-13,2026-08-13,vacation,approved,1
L00898,E0143,2026-02-27,2026-02-27,vacation,approved,1
L00899,E0143,2026-04-17,2026-04-17,vacation,approved,1
L00900,E0143,2026-04-28,2026-04-28,sick,approved,1
L00901,E0143,2026-06-19,2026-06-19,sick,approved,1
L00902,E0143,2026-07-08,2026-07-08,vacation,approved,1
L00903,E0143,2026-08-10,2026-08-10,vacation,approved,1
L00904,E0143,2026-08-18,2026-08-18,vacation,approved,1
L00905,E0143,2026-08-21,2026-08-21,vacation,approved,1
L00906,E0143,2026-08-28,2026-08-28,vacation,approved,1
